index,date,signal,ticker,trade_date
100,2019-10-21,Sell,NGG,2019-10-21
101,2019-10-21,Sell,ALK,2019-10-21
102,2019-10-21,Sell,AI,2019-10-21
103,2019-10-22,Sell,BGCP,2019-10-22
104,2019-10-22,Buy,DEA,2019-10-22
105,2019-10-22,Sell,GWB,2019-10-22
106,2019-10-22,Sell,AI,2019-10-22
107,2019-10-22,Sell,ALK,2019-10-22
108,2019-10-22,Sell,NGG,2019-10-22
109,2019-10-23,Buy,NDAQ,2019-10-23
110,2019-10-23,Sell,GWB,2019-10-23
111,2019-10-23,Sell,NGG,2019-10-23
112,2019-10-23,Sell,AI,2019-10-23
113,2019-10-24,Sell,BRKS,2019-10-24
114,2019-10-24,Sell,UBSI,2019-10-24
115,2019-10-24,Buy,MPC,2019-10-24
116,2019-10-24,Sell,GWB,2019-10-24
117,2019-10-24,Buy,MKTX,2019-10-24
118,2019-10-24,Sell,BWA,2019-10-24
119,2019-10-24,Sell,KRC,2019-10-24
120,2019-10-25,Sell,WSBF,2019-10-25
121,2019-10-25,Sell,CUBI,2019-10-25
122,2019-10-25,Buy,WAFD,2019-10-25
123,2019-10-25,Buy,BCE,2019-10-25
124,2019-10-25,Sell,BRKS,2019-10-25
125,2019-10-25,Sell,VRTX,2019-10-25
126,2019-10-25,Buy,CMCSA,2019-10-25
127,2019-10-25,Sell,KRC,2019-10-25
128,2019-10-25,Sell,ALK,2019-10-25
129,2019-10-28,Sell,UMBF,2019-10-28
130,2019-10-28,Buy,ARCC,2019-10-28
131,2019-10-28,Sell,UBSI,2019-10-28
132,2019-10-28,Buy,MKTX,2019-10-28
133,2019-10-28,Buy,ARI,2019-10-28
134,2019-10-28,Buy,MCD,2019-10-28
135,2019-10-28,Sell,OPB,2019-10-28
136,2019-10-28,Sell,ARW,2019-10-28
137,2019-10-28,Sell,KRC,2019-10-28
138,2019-10-28,Buy,LADR,2019-10-28
139,2019-10-28,Sell,BWA,2019-10-28
140,2019-10-28,Sell,CUBI,2019-10-28
141,2019-10-28,Sell,AGRO,2019-10-28
142,2019-10-29,Sell,CRON,2019-10-29
143,2019-10-29,Buy,IIPR,2019-10-29
144,2019-10-29,Sell,FELE,2019-10-29
145,2019-10-29,Sell,VRTX,2019-10-29
146,2019-10-29,Sell,UBSI,2019-10-29
147,2019-10-29,Sell,CUBI,2019-10-29
148,2019-10-29,Sell,KRC,2019-10-29
149,2019-10-30,Sell,KRC,2019-10-30
150,2019-10-30,Buy,QADA,2019-10-30
151,2019-10-30,Buy,DEA,2019-10-30
152,2019-10-30,Buy,CMS,2019-10-30
153,2019-10-30,Buy,IIPR,2019-10-30
154,2019-10-30,Sell,HPP,2019-10-30
155,2019-10-30,Buy,HE,2019-10-30
156,2019-10-30,Buy,TCO,2019-10-30
157,2019-10-30,Sell,LNN,2019-10-30
158,2019-10-30,Sell,VRTX,2019-10-30
159,2019-10-30,Sell,CGC,2019-10-30
160,2019-10-30,Buy,WTR,2019-10-30
161,2019-10-30,Buy,POOL,2019-10-30
162,2019-10-31,Sell,ARW,2019-10-31
163,2019-10-31,Sell,FMC,2019-10-31
164,2019-10-31,Sell,KRC,2019-10-31
165,2019-10-31,Buy,DEA,2019-10-31
166,2019-10-31,Sell,VRTX,2019-10-31
167,2019-10-31,Buy,FE,2019-10-31
168,2019-10-31,Sell,BWA,2019-10-31
169,2019-10-31,Buy,VSAT,2019-10-31
170,2019-11-01,Buy,FLIR,2019-11-01
171,2019-11-01,Sell,VRTX,2019-11-01
172,2019-11-01,Sell,ARW,2019-11-01
173,2019-11-01,Sell,HPP,2019-11-01
174,2019-11-01,Sell,BWA,2019-11-01
175,2019-11-01,Sell,AI,2019-11-01
176,2019-11-01,Buy,RDHL,2019-11-01
177,2019-11-01,Buy,SKY,2019-11-01
178,2019-11-01,Sell,KRC,2019-11-01
179,2019-11-01,Buy,JBT,2019-11-01
180,2019-11-01,Sell,FMC,2019-11-01
181,2019-11-04,Buy,CCI,2019-11-04
182,2019-11-04,Sell,FMC,2019-11-04
183,2019-11-04,Buy,AWR,2019-11-04
184,2019-11-04,Sell,PLOW,2019-11-04
185,2019-11-04,Sell,WB,2019-11-04
186,2019-11-04,Sell,CUBI,2019-11-04
187,2019-11-04,Buy,VSAT,2019-11-04
188,2019-11-04,Sell,ARW,2019-11-04
189,2019-11-04,Sell,BWA,2019-11-04
190,2019-11-05,Sell,RUSHA,2019-11-05
191,2019-11-05,Buy,VSAT,2019-11-05
192,2019-11-05,Sell,CUBI,2019-11-05
193,2019-11-05,Buy,STE,2019-11-05
194,2019-11-05,Sell,ARW,2019-11-05
195,2019-11-05,Sell,FMC,2019-11-05
196,2019-11-05,Sell,BWA,2019-11-05
197,2019-11-05,Sell,UBSI,2019-11-05
198,2019-11-05,Sell,PLOW,2019-11-05
199,2019-11-05,Buy,WTR,2019-11-05
200,2019-11-06,Sell,K,2019-11-06
201,2019-11-06,Buy,NDAQ,2019-11-06
202,2019-11-06,Sell,PLOW,2019-11-06
203,2019-11-06,Buy,WTR,2019-11-06
204,2019-11-06,Sell,BLMN,2019-11-06
205,2019-11-06,Sell,FMC,2019-11-06
206,2019-11-07,Sell,PLOW,2019-11-07
207,2019-11-07,Buy,DEA,2019-11-07
208,2019-11-07,Sell,WB,2019-11-07
209,2019-11-07,Sell,DKS,2019-11-07
210,2019-11-07,Sell,CUBI,2019-11-07
211,2019-11-07,Sell,BLMN,2019-11-07
212,2019-11-07,Buy,VSAT,2019-11-07
213,2019-11-07,Sell,CNO,2019-11-07
214,2019-11-07,Sell,BWA,2019-11-07
215,2019-11-08,Buy,TCO,2019-11-08
216,2019-11-08,Sell,CNO,2019-11-08
217,2019-11-08,Buy,CMCSA,2019-11-08
218,2019-11-08,Buy,DEA,2019-11-08
219,2019-11-08,Sell,WB,2019-11-08
220,2019-11-08,Buy,NEE,2019-11-08
221,2019-11-08,Buy,SKY,2019-11-08
222,2019-11-08,Sell,BWA,2019-11-08
223,2019-11-12,Buy,DEA,2019-11-12
224,2019-11-12,Sell,VRTX,2019-11-12
225,2019-11-13,Buy,WTR,2019-11-13
226,2019-11-13,Buy,CPRT,2019-11-13
227,2019-11-13,Sell,VRTX,2019-11-13
228,2019-11-13,Buy,ARI,2019-11-13
229,2019-11-13,Buy,WMT,2019-11-13
230,2019-11-13,Sell,CGC,2019-11-13
231,2019-11-14,Buy,DEA,2019-11-14
232,2019-11-14,Sell,AGRO,2019-11-14
233,2019-11-14,Sell,IGT,2019-11-14
234,2019-11-14,Buy,FLIR,2019-11-14
235,2019-11-14,Sell,BLX,2019-11-14
236,2019-11-15,Buy,LE,2019-11-15
237,2019-11-15,Sell,VRTX,2019-11-15
238,2019-11-15,Sell,CNO,2019-11-15
239,2019-11-15,Buy,SPH,2019-11-15
240,2019-11-15,Buy,DEA,2019-11-15
241,2019-11-15,Buy,ERII,2019-11-15
242,2019-11-18,Sell,ARLP,2019-11-18
243,2019-11-18,Buy,ERII,2019-11-18
244,2019-11-18,Sell,BLMN,2019-11-18
245,2019-11-18,Sell,K,2019-11-18
246,2019-11-18,Sell,DKS,2019-11-18
247,2019-11-18,Buy,DEA,2019-11-18
248,2019-11-19,Sell,DKS,2019-11-19
249,2019-11-19,Sell,AGRO,2019-11-19
250,2019-11-19,Sell,VRTU,2019-11-19
251,2019-11-19,Buy,DEA,2019-11-19
252,2019-11-19,Buy,AYX,2019-11-19
253,2019-11-19,Buy,SPH,2019-11-19
254,2019-11-19,Buy,ERII,2019-11-19
255,2019-11-19,Sell,BLMN,2019-11-19
256,2019-11-20,Buy,DEA,2019-11-20
257,2019-11-20,Buy,IMMR,2019-11-20
258,2019-11-20,Buy,ERII,2019-11-20
259,2019-11-20,Sell,ESI,2019-11-20
260,2019-11-20,Buy,HES,2019-11-20
261,2019-11-21,Sell,VRTU,2019-11-21
262,2019-11-21,Buy,EXPE,2019-11-21
263,2019-11-21,Buy,IMMR,2019-11-21
264,2019-11-22,Sell,VRTU,2019-11-22
265,2019-11-22,Buy,IMMR,2019-11-22
266,2019-11-22,Buy,FE,2019-11-22
267,2019-11-22,Buy,AYX,2019-11-22
268,2019-11-22,Sell,BGCP,2019-11-22
269,2019-11-25,Buy,DEA,2019-11-25
270,2019-11-25,Buy,OHI,2019-11-25
271,2019-11-25,Sell,BGCP,2019-11-25
272,2019-11-25,Sell,VRTU,2019-11-25
273,2019-11-25,Sell,ESI,2019-11-25
274,2019-11-25,Buy,IMMR,2019-11-25
275,2019-11-25,Buy,LE,2019-11-25
276,2019-11-25,Buy,RST,2019-11-25
277,2019-11-26,Sell,K,2019-11-26
278,2019-11-26,Sell,BLMN,2019-11-26
279,2019-11-26,Buy,MTX,2019-11-26
280,2019-11-26,Sell,VRTU,2019-11-26
281,2019-11-26,Sell,CRON,2019-11-26
282,2019-11-26,Sell,RUSHA,2019-11-26
283,2019-11-26,Buy,DEA,2019-11-26
284,2019-11-26,Sell,BGCP,2019-11-26
285,2019-11-26,Sell,ESI,2019-11-26
286,2019-11-26,Sell,MTX,2019-11-26
287,2019-11-26,Buy,IMMR,2019-11-26
288,2019-11-26,Sell,SPOK,2019-11-26
289,2019-11-26,Sell,DKS,2019-11-26
290,2019-11-27,Sell,MTX,2019-11-27
291,2019-11-27,Sell,K,2019-11-27
292,2019-11-27,Buy,DEA,2019-11-27
293,2019-11-27,Sell,BGCP,2019-11-27
294,2019-11-27,Buy,GPC,2019-11-27
295,2019-11-27,Sell,CGC,2019-11-27
296,2019-11-27,Buy,IMMR,2019-11-27
297,2019-11-27,Buy,RDHL,2019-11-27
298,2019-11-27,Sell,VRTU,2019-11-27
299,2019-11-27,Sell,RUSHA,2019-11-27
300,2019-11-29,Sell,BLMN,2019-11-29
301,2019-11-29,Sell,K,2019-11-29
302,2019-11-29,Buy,DEA,2019-11-29
303,2019-12-02,Sell,BLMN,2019-12-02
304,2019-12-02,Buy,IMMR,2019-12-02
305,2019-12-02,Sell,BGCP,2019-12-02
306,2019-12-03,Buy,IMMR,2019-12-03
307,2019-12-03,Buy,PULS,2019-12-03
308,2019-12-03,Sell,AMG,2019-12-03
309,2019-12-04,Buy,JBT,2019-12-04
310,2019-12-04,Buy,TTEK,2019-12-04
311,2019-12-04,Buy,MRVL,2019-12-04
312,2019-12-04,Buy,WAFD,2019-12-04
313,2019-12-04,Buy,KKR,2019-12-04
314,2019-12-04,Sell,RUSHA,2019-12-04
315,2019-12-04,Buy,POOL,2019-12-04
316,2019-12-04,Buy,EXPE,2019-12-04
317,2019-12-04,Sell,CRON,2019-12-04
318,2019-12-04,Sell,KRC,2019-12-04
319,2019-12-05,Buy,WMT,2019-12-05
320,2019-12-06,Sell,HPP,2019-12-06
321,2019-12-06,Sell,WAL,2019-12-06
322,2019-12-06,Sell,FELE,2019-12-06
323,2019-12-06,Buy,DEA,2019-12-06
324,2019-12-06,Buy,GPC,2019-12-06
325,2019-12-06,Buy,FLIR,2019-12-06
326,2019-12-09,Sell,LPL,2019-12-09
327,2019-12-09,Sell,DKS,2019-12-09
328,2019-12-09,Sell,HPP,2019-12-09
329,2019-12-09,Sell,UMPQ,2019-12-09
330,2019-12-09,Sell,AI,2019-12-09
331,2019-12-10,Sell,KRC,2019-12-10
332,2019-12-10,Buy,AAL,2019-12-10
333,2019-12-10,Sell,HPP,2019-12-10
334,2019-12-10,Buy,IIPR,2019-12-10
335,2019-12-10,Sell,DKS,2019-12-10
336,2019-12-11,Buy,TTEK,2019-12-11
337,2019-12-11,Buy,AAL,2019-12-11
338,2019-12-11,Sell,DKS,2019-12-11
339,2019-12-11,Buy,MDC,2019-12-11
340,2019-12-11,Buy,PULS,2019-12-11
341,2019-12-12,Sell,MTX,2019-12-12
342,2019-12-12,Sell,LPL,2019-12-12
343,2019-12-12,Sell,FELE,2019-12-12
344,2019-12-12,Sell,DKS,2019-12-12
345,2019-12-12,Sell,TAC,2019-12-12
346,2019-12-12,Sell,WTFC,2019-12-12
347,2019-12-12,Buy,TNDM,2019-12-12
348,2019-12-13,Buy,PNM,2019-12-13
349,2019-12-13,Sell,MTX,2019-12-13
350,2019-12-13,Sell,FELE,2019-12-13
351,2019-12-16,Buy,POOL,2019-12-16
352,2019-12-16,Buy,FE,2019-12-16
353,2019-12-16,Sell,WTFC,2019-12-16
354,2019-12-16,Sell,MTX,2019-12-16
355,2019-12-16,Buy,MKC,2019-12-16
356,2019-12-16,Sell,BGCP,2019-12-16
357,2019-12-16,Buy,HES,2019-12-16
358,2019-12-16,Sell,LPL,2019-12-16
359,2019-12-17,Sell,ESI,2019-12-17
360,2019-12-17,Sell,HTLF,2019-12-17
361,2019-12-17,Buy,TWO,2019-12-17
362,2019-12-17,Sell,BIG,2019-12-17
363,2019-12-17,Buy,ORCL,2019-12-17
364,2019-12-18,Sell,BIG,2019-12-18
365,2019-12-18,Sell,BGCP,2019-12-18
366,2019-12-18,Sell,CRON,2019-12-18
367,2019-12-18,Sell,UMPQ,2019-12-18
368,2019-12-18,Sell,WUBA,2019-12-18
369,2019-12-18,Buy,TWO,2019-12-18
370,2019-12-18,Sell,HTLF,2019-12-18
371,2019-12-18,Sell,STBA,2019-12-18
372,2019-12-18,Sell,GPS,2019-12-18
373,2019-12-19,Buy,TWO,2019-12-19
374,2019-12-19,Sell,BIG,2019-12-19
375,2019-12-19,Sell,MTX,2019-12-19
376,2019-12-19,Buy,OHI,2019-12-19
377,2019-12-20,Sell,MTX,2019-12-20
378,2019-12-20,Sell,ALL,2019-12-20
379,2019-12-20,Sell,EQT,2019-12-20
380,2019-12-20,Sell,BIG,2019-12-20
381,2019-12-20,Sell,SHG,2019-12-20
382,2019-12-20,Buy,HES,2019-12-20
383,2019-12-20,Sell,HTLF,2019-12-20
384,2019-12-20,Sell,FELE,2019-12-20
385,2019-12-20,Sell,WUBA,2019-12-20
386,2019-12-23,Sell,STBA,2019-12-23
387,2019-12-23,Buy,HES,2019-12-23
388,2019-12-23,Sell,ATVI,2019-12-23
389,2019-12-23,Sell,HPP,2019-12-23
390,2019-12-23,Buy,IIPR,2019-12-23
391,2019-12-23,Sell,ARLP,2019-12-23
392,2019-12-23,Buy,KPTI,2019-12-23
393,2019-12-23,Sell,ITT,2019-12-23
394,2019-12-23,Sell,WUBA,2019-12-23
395,2019-12-23,Sell,MMM,2019-12-23
396,2019-12-24,Sell,ITT,2019-12-24
397,2019-12-24,Sell,EQT,2019-12-24
398,2019-12-24,Sell,HPP,2019-12-24
399,2019-12-26,Sell,CRON,2019-12-26
400,2019-12-26,Sell,HPP,2019-12-26
401,2019-12-26,Sell,WUBA,2019-12-26
402,2019-12-26,Buy,TWO,2019-12-26
403,2019-12-26,Sell,AI,2019-12-26
404,2019-12-26,Sell,GLNG,2019-12-26
405,2019-12-27,Sell,MYL,2019-12-27
406,2019-12-27,Sell,HPP,2019-12-27
407,2019-12-27,Sell,WUBA,2019-12-27
408,2019-12-27,Buy,TWO,2019-12-27
409,2019-12-27,Sell,LPL,2019-12-27
410,2019-12-27,Sell,ITT,2019-12-27
411,2019-12-30,Sell,DKS,2019-12-30
412,2019-12-30,Buy,TWO,2019-12-30
413,2019-12-30,Sell,HPP,2019-12-30
414,2019-12-30,Buy,ELS,2019-12-30
415,2019-12-30,Sell,ZION,2019-12-30
416,2019-12-30,Sell,RRGB,2019-12-30
417,2019-12-30,Sell,ESI,2019-12-30
418,2019-12-30,Buy,PULS,2019-12-30
419,2019-12-30,Buy,SLP,2019-12-30
420,2019-12-31,Sell,DKS,2019-12-31
421,2019-12-31,Sell,FELE,2019-12-31
422,2019-12-31,Sell,HPP,2019-12-31
423,2019-12-31,Sell,RRGB,2019-12-31
424,2020-01-02,Sell,FELE,2020-01-02
425,2020-01-02,Sell,MMM,2020-01-02
426,2020-01-02,Sell,ITT,2020-01-02
427,2020-01-02,Sell,ZION,2020-01-02
428,2020-01-02,Sell,ATVI,2020-01-02
429,2020-01-02,Buy,FE,2020-01-02
430,2020-01-02,Sell,HPP,2020-01-02
431,2020-01-02,Sell,LPL,2020-01-02
432,2020-01-02,Sell,WUBA,2020-01-02
433,2020-01-03,Buy,ELS,2020-01-03
434,2020-01-03,Sell,GLNG,2020-01-03
435,2020-01-03,Buy,FE,2020-01-03
436,2020-01-03,Sell,UMPQ,2020-01-03
437,2020-01-03,Sell,FELE,2020-01-03
438,2020-01-03,Buy,LC,2020-01-03
439,2020-01-03,Sell,ESI,2020-01-03
440,2020-01-06,Sell,CRON,2020-01-06
441,2020-01-06,Sell,GPS,2020-01-06
442,2020-01-06,Sell,FELE,2020-01-06
443,2020-01-06,Buy,FE,2020-01-06
444,2020-01-06,Buy,LC,2020-01-06
445,2020-01-07,Sell,ATVI,2020-01-07
446,2020-01-07,Sell,GPS,2020-01-07
447,2020-01-07,Buy,CCC,2020-01-07
448,2020-01-07,Buy,TWO,2020-01-07
449,2020-01-08,Sell,MMM,2020-01-08
450,2020-01-08,Sell,WUBA,2020-01-08
451,2020-01-08,Buy,FE,2020-01-08
452,2020-01-08,Sell,NWSA,2020-01-08
453,2020-01-08,Sell,ATVI,2020-01-08
454,2020-01-08,Sell,NWS,2020-01-08
455,2020-01-08,Sell,ALL,2020-01-08
456,2020-01-08,Sell,CLMT,2020-01-08
457,2020-01-09,Sell,GEO,2020-01-09
458,2020-01-09,Sell,WUBA,2020-01-09
459,2020-01-09,Buy,FE,2020-01-09
460,2020-01-09,Buy,CCC,2020-01-09
461,2020-01-09,Sell,ALL,2020-01-09
462,2020-01-09,Buy,UFPI,2020-01-09
463,2020-01-09,Sell,MMM,2020-01-09
464,2020-01-09,Sell,FELE,2020-01-09
465,2020-01-10,Sell,CRON,2020-01-10
466,2020-01-10,Sell,RRGB,2020-01-10
467,2020-01-10,Buy,MKC,2020-01-10
468,2020-01-10,Sell,MMM,2020-01-10
469,2020-01-10,Sell,ALL,2020-01-10
470,2020-01-13,Buy,FE,2020-01-13
471,2020-01-13,Buy,PNM,2020-01-13
472,2020-01-13,Buy,CSWC,2020-01-13
473,2020-01-13,Sell,RJF,2020-01-13
474,2020-01-13,Buy,TWO,2020-01-13
475,2020-01-13,Sell,TSEM,2020-01-13
476,2020-01-13,Sell,MMM,2020-01-13
477,2020-01-13,Sell,RRGB,2020-01-13
478,2020-01-13,Buy,ELS,2020-01-13
479,2020-01-13,Buy,CCC,2020-01-13
480,2020-01-13,Sell,ALL,2020-01-13
481,2020-01-13,Buy,UFPI,2020-01-13
482,2020-01-13,Sell,BIG,2020-01-13
483,2020-01-14,Sell,NWSA,2020-01-14
484,2020-01-14,Buy,FE,2020-01-14
485,2020-01-14,Sell,GPS,2020-01-14
486,2020-01-14,Sell,RJF,2020-01-14
487,2020-01-14,Buy,TWO,2020-01-14
488,2020-01-14,Sell,MMM,2020-01-14
489,2020-01-15,Buy,NDAQ,2020-01-15
490,2020-01-15,Sell,NWS,2020-01-15
491,2020-01-15,Sell,PRGO,2020-01-15
492,2020-01-15,Sell,NWSA,2020-01-15
493,2020-01-15,Sell,ALL,2020-01-15
494,2020-01-15,Sell,AI,2020-01-15
495,2020-01-15,Buy,TWO,2020-01-15
496,2020-01-15,Sell,TUP,2020-01-15
497,2020-01-16,Sell,NWSA,2020-01-16
498,2020-01-16,Sell,PRGO,2020-01-16
499,2020-01-16,Sell,NWS,2020-01-16
500,2020-01-16,Sell,MTX,2020-01-16
501,2020-01-16,Sell,ALL,2020-01-16
502,2020-01-16,Sell,BRK_B,2020-01-16
503,2020-01-16,Buy,LXP,2020-01-16
504,2020-01-16,Sell,AI,2020-01-16
505,2020-01-16,Sell,GPS,2020-01-16
506,2020-01-16,Sell,NCR,2020-01-16
507,2020-01-16,Sell,RJF,2020-01-16
508,2020-01-16,Buy,TWO,2020-01-16
509,2020-01-16,Sell,RRGB,2020-01-16
510,2020-01-17,Sell,ALL,2020-01-17
511,2020-01-17,Sell,MTX,2020-01-17
512,2020-01-17,Sell,PRGO,2020-01-17
513,2020-01-17,Buy,FN,2020-01-17
514,2020-01-17,Sell,NWSA,2020-01-17
515,2020-01-17,Sell,BRK_B,2020-01-17
516,2020-01-17,Sell,FHN,2020-01-17
517,2020-01-17,Sell,NCR,2020-01-17
518,2020-01-17,Sell,WDR,2020-01-17
519,2020-01-17,Buy,TWO,2020-01-17
520,2020-01-17,Sell,GPS,2020-01-17
521,2020-01-17,Sell,HTLF,2020-01-17
522,2020-01-17,Sell,RJF,2020-01-17
523,2020-01-21,Buy,AGNC,2020-01-21
524,2020-01-21,Buy,UAL,2020-01-21
525,2020-01-21,Buy,TWO,2020-01-21
526,2020-01-21,Sell,FHN,2020-01-21
527,2020-01-21,Sell,PRGO,2020-01-21
528,2020-01-21,Sell,CLW,2020-01-21
529,2020-01-22,Sell,PRGO,2020-01-22
530,2020-01-22,Sell,SFBS,2020-01-22
531,2020-01-22,Sell,AI,2020-01-22
532,2020-01-22,Buy,SFBS,2020-01-22
533,2020-01-22,Buy,TWO,2020-01-22
534,2020-01-22,Sell,FSB,2020-01-22
535,2020-01-22,Buy,AGNC,2020-01-22
536,2020-01-23,Buy,TWO,2020-01-23
537,2020-01-23,Sell,CLW,2020-01-23
538,2020-01-23,Sell,FSB,2020-01-23
539,2020-01-23,Buy,LXP,2020-01-23
540,2020-01-23,Sell,AI,2020-01-23
541,2020-01-24,Sell,RTRX,2020-01-24
542,2020-01-24,Buy,TWO,2020-01-24
543,2020-01-24,Sell,EQM,2020-01-24
544,2020-01-24,Buy,CMTL,2020-01-24
545,2020-01-24,Buy,SGMO,2020-01-24
546,2020-01-27,Sell,MGNX,2020-01-27
547,2020-01-27,Buy,ORCL,2020-01-27
548,2020-01-27,Buy,SGMO,2020-01-27
549,2020-01-27,Buy,LXP,2020-01-27
550,2020-01-27,Sell,SMED,2020-01-27
551,2020-01-28,Buy,ARCC,2020-01-28
552,2020-01-28,Buy,PAHC,2020-01-28
553,2020-01-28,Buy,ENSG,2020-01-28
554,2020-01-28,Sell,HTLF,2020-01-28
555,2020-01-28,Buy,FB,2020-01-28
556,2020-01-29,Buy,AGNC,2020-01-29
557,2020-01-29,Sell,CLW,2020-01-29
558,2020-01-29,Sell,ETM,2020-01-29
559,2020-01-30,Buy,AGNC,2020-01-30
560,2020-01-30,Buy,FITB,2020-01-30
561,2020-01-30,Sell,CLW,2020-01-30
562,2020-01-30,Buy,ZUMZ,2020-01-30
563,2020-01-31,Buy,ORCL,2020-01-31
564,2020-01-31,Buy,BRC,2020-01-31
565,2020-01-31,Buy,LC,2020-01-31
566,2020-01-31,Buy,SGMO,2020-01-31
567,2020-02-03,Buy,UFPI,2020-02-03
568,2020-02-03,Buy,CCC,2020-02-03
569,2020-02-03,Buy,ZUMZ,2020-02-03
570,2020-02-03,Buy,ROST,2020-02-03
571,2020-02-03,Buy,AGNC,2020-02-03
572,2020-02-03,Buy,JBT,2020-02-03
573,2020-02-03,Buy,FN,2020-02-03
574,2020-02-03,Buy,LC,2020-02-03
575,2020-02-03,Buy,TWO,2020-02-03
